"indicator","sector","emissions_source","total_impact","total_impact_units","impact_per_purchase","impact_per_purchase_units","group_detail"
"Lead","111-112","325180/US",0.0755964964111936,"tons",0.000236453713198228,"kg / million $","Manufacturing"
"Lead","111-112","325190/US",0.0560963381718383,"tons",0.000175460346540487,"kg / million $","Manufacturing"
"Lead","111-112","325211/US",0.00434026309732694,"tons",1.35756466812692e-05,"kg / million $","Manufacturing"
"Lead","111-112","3252A0/US",0.00326971632015867,"tons",1.02271481048675e-05,"kg / million $","Manufacturing"
"Lead","111-112","325310/US",0.151016948914762,"tons",0.000472356789295267,"kg / million $","Manufacturing"
"Lead","111-112","325320/US",0.00503547142222336,"tons",1.57501467926757e-05,"kg / million $","Manufacturing"
"Lead","111-112","325411/US",0.000138164260588224,"tons",4.32155642103749e-07,"kg / million $","Manufacturing"
"Lead","111-112","325412/US",8.2356011431731e-05,"tons",2.57596391786553e-07,"kg / million $","Manufacturing"
"Lead","111-112","325413/US",7.4468730010358e-08,"tons",2.3292624081846e-10,"kg / million $","Manufacturing"
"Lead","111-112","325414/US",0.000363374975185621,"tons",1.13657862791154e-06,"kg / million $","Manufacturing"
"Lead","111-112","325510/US",0.000203716050593437,"tons",6.37191125087165e-07,"kg / million $","Manufacturing"
"Lead","111-112","325520/US",0.000149032174500313,"tons",4.66148733334519e-07,"kg / million $","Manufacturing"
"Lead","111-112","325610/US",0.000617281091591519,"tons",1.93075622711344e-06,"kg / million $","Manufacturing"
"Lead","111-112","325620/US",3.08749265173108e-06,"tons",9.65718170327747e-09,"kg / million $","Manufacturing"
"Lead","111-112","325910/US",3.18126039434398e-05,"tons",9.95047215947051e-08,"kg / million $","Manufacturing"
"Lead","111-112","3259A0/US",0.00632762176070761,"tons",1.97917857580988e-05,"kg / million $","Manufacturing"
"Lead","111-112","326110/US",0.000376351602258377,"tons",1.17716743561834e-06,"kg / million $","Manufacturing"
"Lead","111-112","326120/US",0.00039705047047563,"tons",1.24191017478377e-06,"kg / million $","Manufacturing"
"Lead","111-112","326130/US",7.17159106672264e-05,"tons",2.2431586353448e-07,"kg / million $","Manufacturing"
